,composition,elements,label,for_test
mp-1097181,"{'Zr': 1.0, 'Sc': 1.0, 'Zn': 2.0}","('Sc', 'Zn', 'Zr')",OTHERS,True
mp-604368,"{'K': 4.0, 'Na': 2.0, 'V': 10.0, 'H': 20.0, 'O': 38.0}","('H', 'K', 'Na', 'O', 'V')",OTHERS,True
mp-1202855,"{'C': 20.0, 'I': 6.0, 'N': 8.0}","('C', 'I', 'N')",OTHERS,True
mp-1094064,"{'Sb': 1.0, 'H': 3.0}","('H', 'Sb')",OTHERS,True
mp-1097218,"{'Li': 1.0, 'Cd': 2.0, 'In': 1.0}","('Cd', 'In', 'Li')",OTHERS,True
mp-759611,"{'Ba': 4.0, 'Li': 4.0, 'Ca': 4.0, 'V': 4.0, 'P': 8.0, 'O': 36.0}","('Ba', 'Ca', 'Li', 'O', 'P', 'V')",OTHERS,True
mp-1227942,"{'Ba': 1.0, 'Ga': 1.0, 'Ge': 1.0}","('Ba', 'Ga', 'Ge')",OTHERS,True
mp-1175397,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,True
mp-1102504,"{'Co': 4.0, 'P': 4.0, 'W': 4.0}","('Co', 'P', 'W')",OTHERS,True
mp-559366,"{'P': 6.0, 'Br': 6.0, 'N': 6.0, 'F': 6.0}","('Br', 'F', 'N', 'P')",OTHERS,True
mp-1204560,"{'Rb': 4.0, 'Ce': 2.0, 'N': 10.0, 'O': 38.0}","('Ce', 'N', 'O', 'Rb')",OTHERS,True
mp-1214450,"{'Ba': 1.0, 'Nb': 6.0, 'H': 1.0, 'O': 16.0}","('Ba', 'H', 'Nb', 'O')",OTHERS,True
mp-554732,"{'Rb': 4.0, 'Sb': 4.0, 'S': 4.0, 'O': 16.0, 'F': 8.0}","('F', 'O', 'Rb', 'S', 'Sb')",OTHERS,True
mp-1202662,"{'Sc': 8.0, 'Si': 16.0, 'W': 12.0}","('Sc', 'Si', 'W')",OTHERS,True
mp-1029702,"{'Mg': 4.0, 'Ti': 4.0, 'N': 8.0}","('Mg', 'N', 'Ti')",OTHERS,True
mp-1207402,"{'Zr': 12.0, 'Al': 4.0, 'Fe': 2.0, 'H': 20.0}","('Al', 'Fe', 'H', 'Zr')",OTHERS,True
mp-1211034,"{'Mg': 4.0, 'Si': 8.0, 'O': 22.0}","('Mg', 'O', 'Si')",OTHERS,True
mp-1247565,"{'Sb': 16.0, 'Te': 12.0, 'N': 8.0}","('N', 'Sb', 'Te')",OTHERS,True
mp-773137,"{'K': 2.0, 'Ca': 2.0, 'Bi': 2.0}","('Bi', 'Ca', 'K')",OTHERS,True
mp-1079270,"{'Tm': 2.0, 'Ni': 1.0, 'Sn': 6.0}","('Ni', 'Sn', 'Tm')",OTHERS,True
mp-31143,"{'Er': 8.0, 'Sn': 4.0, 'Au': 8.0}","('Au', 'Er', 'Sn')",OTHERS,True
Al 54.0 Pd 30.0 Dy 16.0,"{'Al': 54.0, 'Pd': 30.0, 'Dy': 16.0}","('Al', 'Dy', 'Pd')",OTHERS,True
mp-554673,"{'K': 4.0, 'Zn': 4.0, 'B': 4.0, 'P': 8.0, 'O': 32.0}","('B', 'K', 'O', 'P', 'Zn')",OTHERS,True
mp-1208274,"{'Th': 6.0, 'Si': 24.0, 'Ru': 8.0}","('Ru', 'Si', 'Th')",OTHERS,True
mp-1193963,"{'Mg': 8.0, 'Si': 4.0, 'S': 16.0}","('Mg', 'S', 'Si')",OTHERS,True
mp-761209,"{'Li': 6.0, 'Fe': 8.0, 'B': 8.0, 'O': 24.0}","('B', 'Fe', 'Li', 'O')",OTHERS,True
mp-24211,"{'Co': 2.0, 'H': 16.0, 'I': 4.0, 'O': 20.0}","('Co', 'H', 'I', 'O')",OTHERS,True
mp-1179383,"{'Ti': 4.0, 'Si': 8.0, 'C': 12.0, 'N': 8.0, 'Cl': 20.0}","('C', 'Cl', 'N', 'Si', 'Ti')",OTHERS,True
mp-1027053,"{'Te': 4.0, 'Mo': 3.0, 'W': 1.0, 'Se': 2.0, 'S': 2.0}","('Mo', 'S', 'Se', 'Te', 'W')",OTHERS,True
mp-972591,"{'Sm': 1.0, 'Mg': 16.0, 'Al': 12.0}","('Al', 'Mg', 'Sm')",OTHERS,True
mp-1177772,"{'Li': 3.0, 'Cr': 2.0, 'Fe': 3.0, 'O': 10.0}","('Cr', 'Fe', 'Li', 'O')",OTHERS,True
mp-1224003,"{'Ho': 3.0, 'Mn': 3.0, 'Ga': 2.0, 'Si': 1.0}","('Ga', 'Ho', 'Mn', 'Si')",OTHERS,True
mp-1219252,"{'Sc': 1.0, 'Tl': 1.0, 'F': 6.0}","('F', 'Sc', 'Tl')",OTHERS,True
mp-559879,"{'P': 4.0, 'S': 8.0, 'N': 4.0, 'Cl': 24.0, 'O': 16.0}","('Cl', 'N', 'O', 'P', 'S')",OTHERS,True
mp-1210257,"{'Na': 6.0, 'Ti': 2.0, 'F': 12.0}","('F', 'Na', 'Ti')",OTHERS,True
mp-1075111,"{'Mg': 6.0, 'Si': 8.0}","('Mg', 'Si')",OTHERS,True
mp-675211,"{'W': 7.0, 'O': 21.0}","('O', 'W')",OTHERS,True
mp-1225635,"{'Fe': 8.0, 'Co': 2.0, 'Bi': 10.0, 'O': 30.0}","('Bi', 'Co', 'Fe', 'O')",OTHERS,True
mp-1112599,"{'Cs': 2.0, 'K': 1.0, 'Au': 1.0, 'F': 6.0}","('Au', 'Cs', 'F', 'K')",OTHERS,True
mp-777673,"{'Li': 8.0, 'Fe': 4.0, 'F': 16.0}","('F', 'Fe', 'Li')",OTHERS,True
mp-758671,"{'Li': 4.0, 'Mn': 4.0, 'P': 12.0, 'O': 36.0}","('Li', 'Mn', 'O', 'P')",OTHERS,True
mp-1095043,"{'Sc': 3.0, 'Os': 1.0, 'C': 4.0}","('C', 'Os', 'Sc')",OTHERS,True
mp-1245772,"{'Na': 4.0, 'Mg': 4.0, 'N': 4.0}","('Mg', 'N', 'Na')",OTHERS,True
mp-36216,"{'Ag': 4.0, 'S': 2.0}","('Ag', 'S')",OTHERS,True
mp-1246241,"{'Fe': 8.0, 'Ru': 2.0, 'N': 8.0}","('Fe', 'N', 'Ru')",OTHERS,True
mp-771359,"{'Cu': 16.0, 'O': 24.0}","('Cu', 'O')",OTHERS,True
mp-642281,"{'Sr': 21.0, 'In': 8.0, 'Pb': 7.0}","('In', 'Pb', 'Sr')",OTHERS,True
mp-32833,"{'Ho': 24.0, 'Se': 44.0}","('Ho', 'Se')",OTHERS,True
mp-861600,"{'Ho': 2.0, 'Zn': 1.0, 'In': 1.0}","('Ho', 'In', 'Zn')",OTHERS,True
mp-1008733,{'Ge': 2.0},"('Ge',)",OTHERS,True
mp-1076337,"{'Ba': 2.0, 'Sr': 6.0, 'Ti': 7.0, 'Mn': 1.0, 'O': 24.0}","('Ba', 'Mn', 'O', 'Sr', 'Ti')",OTHERS,True
mp-1198309,"{'Sc': 40.0, 'Os': 8.0, 'Cl': 72.0}","('Cl', 'Os', 'Sc')",OTHERS,True
mp-1025314,"{'Mn': 1.0, 'Al': 2.0, 'S': 4.0}","('Al', 'Mn', 'S')",OTHERS,True
mp-28918,"{'W': 2.0, 'Sb': 4.0, 'O': 12.0}","('O', 'Sb', 'W')",OTHERS,True
mp-1213579,"{'Gd': 8.0, 'Sc': 12.0, 'Si': 16.0}","('Gd', 'Sc', 'Si')",OTHERS,True
mp-766514,"{'Li': 8.0, 'Fe': 6.0, 'B': 8.0, 'O': 24.0}","('B', 'Fe', 'Li', 'O')",OTHERS,True
mp-1183872,"{'Ce': 3.0, 'Cu': 1.0}","('Ce', 'Cu')",OTHERS,True
mp-18890,"{'Ca': 2.0, 'Fe': 2.0, 'Si': 4.0, 'O': 12.0}","('Ca', 'Fe', 'O', 'Si')",OTHERS,True
mp-1188603,"{'La': 1.0, 'Sb': 12.0, 'Ru': 4.0}","('La', 'Ru', 'Sb')",OTHERS,True
mp-1211019,"{'Na': 6.0, 'Mg': 10.0, 'Si': 16.0, 'H': 4.0, 'O': 48.0}","('H', 'Mg', 'Na', 'O', 'Si')",OTHERS,True
mp-697593,"{'Te': 28.0, 'W': 4.0, 'Cl': 20.0, 'O': 4.0}","('Cl', 'O', 'Te', 'W')",OTHERS,True
mp-24065,"{'H': 20.0, 'B': 4.0, 'O': 18.0, 'Ca': 2.0}","('B', 'Ca', 'H', 'O')",OTHERS,True
mp-760183,"{'Li': 10.0, 'V': 6.0, 'P': 16.0, 'O': 58.0}","('Li', 'O', 'P', 'V')",OTHERS,True
mp-865280,"{'Nb': 1.0, 'Al': 1.0, 'Fe': 2.0}","('Al', 'Fe', 'Nb')",OTHERS,True
mp-866712,"{'Rb': 2.0, 'Mn': 2.0, 'P': 6.0, 'H': 2.0, 'O': 20.0}","('H', 'Mn', 'O', 'P', 'Rb')",OTHERS,True
mp-775429,"{'Ba': 4.0, 'Li': 1.0, 'Bi': 3.0, 'O': 11.0}","('Ba', 'Bi', 'Li', 'O')",OTHERS,True
mp-2102,"{'Ge': 4.0, 'Pr': 4.0}","('Ge', 'Pr')",OTHERS,True
mp-1225821,"{'Cu': 2.0, 'P': 2.0, 'O': 7.0}","('Cu', 'O', 'P')",OTHERS,True
mp-622570,"{'Ti': 4.0, 'Cu': 6.0}","('Cu', 'Ti')",OTHERS,True
mp-757962,"{'Li': 6.0, 'Co': 6.0, 'P': 6.0, 'O': 24.0}","('Co', 'Li', 'O', 'P')",OTHERS,True
mp-10180,"{'Li': 2.0, 'Pd': 1.0, 'Sb': 1.0}","('Li', 'Pd', 'Sb')",OTHERS,True
mp-1078870,"{'U': 3.0, 'Ga': 3.0, 'Rh': 3.0}","('Ga', 'Rh', 'U')",OTHERS,True
mp-1104125,"{'Y': 4.0, 'Cd': 2.0, 'Se': 8.0}","('Cd', 'Se', 'Y')",OTHERS,True
mp-1247481,"{'Li': 4.0, 'Mn': 4.0, 'N': 4.0}","('Li', 'Mn', 'N')",OTHERS,True
mp-768385,"{'Ba': 8.0, 'Y': 4.0, 'Br': 28.0}","('Ba', 'Br', 'Y')",OTHERS,True
mp-1179389,"{'Te': 2.0, 'C': 8.0, 'S': 8.0, 'N': 16.0, 'Cl': 4.0, 'O': 4.0}","('C', 'Cl', 'N', 'O', 'S', 'Te')",OTHERS,True
mp-2850,"{'B': 4.0, 'Os': 2.0}","('B', 'Os')",OTHERS,True
mp-9275,"{'O': 38.0, 'Ta': 12.0, 'Th': 4.0}","('O', 'Ta', 'Th')",OTHERS,True
mp-1190622,"{'Ba': 4.0, 'Cr': 4.0, 'O': 16.0}","('Ba', 'Cr', 'O')",OTHERS,True
mp-972300,"{'Sr': 3.0, 'Lu': 1.0}","('Lu', 'Sr')",OTHERS,True
mp-1190981,"{'Sr': 8.0, 'Zn': 4.0, 'S': 12.0}","('S', 'Sr', 'Zn')",OTHERS,True
mp-30677,"{'Ga': 20.0, 'Tm': 12.0}","('Ga', 'Tm')",OTHERS,True
mp-557755,"{'Ba': 6.0, 'Cr': 4.0, 'Mo': 2.0, 'O': 18.0}","('Ba', 'Cr', 'Mo', 'O')",OTHERS,True
mp-642834,"{'Ba': 2.0, 'H': 10.0, 'Cl': 2.0, 'O': 6.0}","('Ba', 'Cl', 'H', 'O')",OTHERS,True
mp-754462,"{'Sb': 2.0, 'Te': 4.0, 'F': 12.0}","('F', 'Sb', 'Te')",OTHERS,True
mp-1101328,"{'V': 18.0, 'O': 44.0}","('O', 'V')",OTHERS,True
mp-1192903,"{'Bi': 6.0, 'As': 4.0, 'O': 20.0}","('As', 'Bi', 'O')",OTHERS,True
mp-976405,"{'Na': 1.0, 'Er': 3.0}","('Er', 'Na')",OTHERS,True
mp-510638,"{'Ga': 2.0, 'Mn': 2.0, 'F': 10.0, 'O': 4.0, 'H': 8.0}","('F', 'Ga', 'H', 'Mn', 'O')",OTHERS,True
mp-1112215,"{'K': 2.0, 'Tm': 1.0, 'Cu': 1.0, 'Cl': 6.0}","('Cl', 'Cu', 'K', 'Tm')",OTHERS,True
mp-1029458,"{'Zn': 4.0, 'Cr': 2.0, 'N': 6.0}","('Cr', 'N', 'Zn')",OTHERS,True
mp-3772,"{'Ga': 2.0, 'Se': 4.0, 'Cd': 1.0}","('Cd', 'Ga', 'Se')",OTHERS,True
mp-10444,"{'O': 10.0, 'Al': 4.0, 'Ca': 4.0}","('Al', 'Ca', 'O')",OTHERS,True
mp-773707,"{'Li': 4.0, 'Ti': 3.0, 'Mn': 2.0, 'V': 3.0, 'O': 16.0}","('Li', 'Mn', 'O', 'Ti', 'V')",OTHERS,True
mp-1177635,"{'Li': 3.0, 'Mn': 2.0, 'Sb': 1.0, 'O': 6.0}","('Li', 'Mn', 'O', 'Sb')",OTHERS,True
mp-756151,"{'Li': 4.0, 'Cr': 5.0, 'W': 1.0, 'O': 12.0}","('Cr', 'Li', 'O', 'W')",OTHERS,True
mp-1220278,"{'Nd': 4.0, 'Fe': 4.0, 'Co': 12.0, 'B': 3.0, 'C': 1.0}","('B', 'C', 'Co', 'Fe', 'Nd')",OTHERS,True
mp-1213404,"{'Dy': 2.0, 'N': 6.0, 'O': 28.0}","('Dy', 'N', 'O')",OTHERS,True
mp-1206434,"{'Nd': 1.0, 'Ga': 2.0, 'Cu': 2.0}","('Cu', 'Ga', 'Nd')",OTHERS,True
mp-1029069,"{'Mo': 2.0, 'W': 2.0, 'Se': 4.0, 'S': 4.0}","('Mo', 'S', 'Se', 'W')",OTHERS,True
mp-1225998,"{'Co': 1.0, 'Pt': 1.0}","('Co', 'Pt')",OTHERS,True
mp-977129,"{'Hg': 2.0, 'Pd': 6.0}","('Hg', 'Pd')",OTHERS,True
mp-1212660,"{'Ga': 2.0, 'Cu': 2.0, 'Br': 8.0}","('Br', 'Cu', 'Ga')",OTHERS,True
mp-722270,"{'Zr': 4.0, 'H': 28.0, 'C': 4.0, 'N': 16.0, 'F': 20.0}","('C', 'F', 'H', 'N', 'Zr')",OTHERS,True
mp-976588,"{'Ho': 1.0, 'Th': 3.0}","('Ho', 'Th')",OTHERS,True
mp-769616,"{'Na': 4.0, 'Cr': 2.0, 'P': 2.0, 'C': 2.0, 'O': 14.0}","('C', 'Cr', 'Na', 'O', 'P')",OTHERS,True
mp-1095493,"{'Cd': 4.0, 'Se': 8.0}","('Cd', 'Se')",OTHERS,True
mp-1223773,"{'K': 5.0, 'Bi': 4.0}","('Bi', 'K')",OTHERS,True
mp-982557,"{'Ho': 2.0, 'Ga': 6.0}","('Ga', 'Ho')",OTHERS,True
mp-1190171,{'C': 16.0},"('C',)",OTHERS,True
mp-673096,"{'Li': 3.0, 'Sn': 1.0, 'P': 6.0, 'O': 18.0}","('Li', 'O', 'P', 'Sn')",OTHERS,True
mp-1189833,"{'Yb': 4.0, 'Si': 4.0, 'Pd': 8.0}","('Pd', 'Si', 'Yb')",OTHERS,True
mp-1103785,"{'Pr': 3.0, 'Al': 11.0}","('Al', 'Pr')",OTHERS,True
mp-1245450,"{'Ca': 32.0, 'Mn': 12.0, 'N': 36.0}","('Ca', 'Mn', 'N')",OTHERS,True
mp-1002223,"{'Dy': 1.0, 'P': 1.0}","('Dy', 'P')",OTHERS,True
mp-772087,"{'Er': 6.0, 'Sb': 10.0, 'O': 24.0}","('Er', 'O', 'Sb')",OTHERS,True
mp-862599,"{'Li': 1.0, 'Er': 1.0, 'Au': 2.0}","('Au', 'Er', 'Li')",OTHERS,True
mp-1225237,"{'Ga': 2.0, 'P': 4.0, 'C': 6.0, 'N': 4.0, 'O': 16.0, 'F': 2.0}","('C', 'F', 'Ga', 'N', 'O', 'P')",OTHERS,True
mp-1219858,"{'Pr': 2.0, 'Si': 3.0, 'Ni': 1.0}","('Ni', 'Pr', 'Si')",OTHERS,True
mp-1217980,"{'Ta': 2.0, 'Be': 8.0, 'Mo': 2.0}","('Be', 'Mo', 'Ta')",OTHERS,True
mp-1097071,"{'Li': 1.0, 'Y': 2.0, 'Co': 1.0}","('Co', 'Li', 'Y')",OTHERS,True
mp-1019575,"{'Ca': 16.0, 'Al': 24.0, 'S': 4.0, 'O': 64.0}","('Al', 'Ca', 'O', 'S')",OTHERS,True
mp-757131,"{'Sn': 2.0, 'P': 8.0, 'O': 24.0}","('O', 'P', 'Sn')",OTHERS,True
mp-774845,"{'Li': 4.0, 'Ti': 2.0, 'Co': 3.0, 'Sn': 3.0, 'O': 16.0}","('Co', 'Li', 'O', 'Sn', 'Ti')",OTHERS,True
mp-569471,"{'U': 2.0, 'B': 4.0, 'C': 2.0}","('B', 'C', 'U')",OTHERS,True
mp-1180514,"{'Li': 1.0, 'Ti': 1.0, 'S': 2.0, 'O': 2.0}","('Li', 'O', 'S', 'Ti')",OTHERS,True
mp-761229,"{'Na': 8.0, 'Mn': 4.0, 'O': 12.0}","('Mn', 'Na', 'O')",OTHERS,True
mp-18468,"{'C': 4.0, 'Si': 4.0, 'Mn': 20.0}","('C', 'Mn', 'Si')",OTHERS,True
mp-1219558,"{'Sb': 2.0, 'Pb': 4.0, 'S': 4.0, 'I': 6.0}","('I', 'Pb', 'S', 'Sb')",OTHERS,True
mp-778813,"{'Li': 7.0, 'Mn': 8.0, 'B': 8.0, 'O': 24.0}","('B', 'Li', 'Mn', 'O')",OTHERS,True
mp-1094397,"{'Y': 6.0, 'Mg': 2.0}","('Mg', 'Y')",OTHERS,True
mp-722900,"{'Ca': 16.0, 'H': 48.0, 'N': 16.0, 'O': 80.0}","('Ca', 'H', 'N', 'O')",OTHERS,True
mp-1246336,"{'Li': 12.0, 'Rh': 4.0, 'N': 8.0}","('Li', 'N', 'Rh')",OTHERS,True
mp-683875,"{'Te': 4.0, 'S': 28.0, 'Br': 8.0}","('Br', 'S', 'Te')",OTHERS,True
mp-510475,"{'Y': 8.0, 'Cu': 8.0, 'O': 20.0}","('Cu', 'O', 'Y')",OTHERS,True
mp-1176777,"{'Li': 3.0, 'Co': 3.0, 'B': 3.0, 'O': 9.0}","('B', 'Co', 'Li', 'O')",OTHERS,True
mp-781617,"{'Li': 5.0, 'Mn': 6.0, 'B': 6.0, 'O': 18.0}","('B', 'Li', 'Mn', 'O')",OTHERS,True
mp-1215056,"{'Ba': 3.0, 'Mn': 15.0, 'S': 18.0, 'O': 72.0}","('Ba', 'Mn', 'O', 'S')",OTHERS,True
mp-11790,"{'Cu': 4.0, 'Se': 8.0, 'La': 4.0}","('Cu', 'La', 'Se')",OTHERS,True
mp-703476,"{'P': 4.0, 'H': 32.0, 'N': 8.0, 'O': 14.0}","('H', 'N', 'O', 'P')",OTHERS,True
mp-676923,"{'Cd': 4.0, 'Bi': 12.0, 'O': 22.0}","('Bi', 'Cd', 'O')",OTHERS,True
mp-677490,"{'Li': 16.0, 'Nd': 12.0, 'Sb': 4.0, 'Te': 4.0, 'O': 48.0}","('Li', 'Nd', 'O', 'Sb', 'Te')",OTHERS,True
mp-685969,"{'Ag': 8.0, 'Ge': 1.0, 'Te': 6.0}","('Ag', 'Ge', 'Te')",OTHERS,True
mp-1204057,"{'Si': 72.0, 'O': 144.0}","('O', 'Si')",OTHERS,True
mp-18628,"{'B': 8.0, 'C': 20.0, 'Dy': 20.0}","('B', 'C', 'Dy')",OTHERS,True
mp-1216793,"{'U': 3.0, 'Ni': 3.0, 'P': 6.0}","('Ni', 'P', 'U')",OTHERS,True
mp-557104,"{'Li': 4.0, 'Al': 4.0, 'B': 8.0, 'O': 20.0}","('Al', 'B', 'Li', 'O')",OTHERS,True
mp-636284,"{'W': 4.0, 'O': 12.0}","('O', 'W')",OTHERS,True
mp-757790,"{'Li': 1.0, 'P': 2.0, 'W': 1.0, 'O': 8.0}","('Li', 'O', 'P', 'W')",OTHERS,True
mp-1202256,"{'K': 8.0, 'Cd': 6.0, 'P': 12.0, 'O': 48.0}","('Cd', 'K', 'O', 'P')",OTHERS,True
mp-766510,"{'Li': 12.0, 'Mn': 1.0, 'Fe': 3.0, 'P': 4.0, 'C': 4.0, 'O': 28.0}","('C', 'Fe', 'Li', 'Mn', 'O', 'P')",OTHERS,True
mp-1212595,"{'Ho': 4.0, 'Hf': 4.0, 'Mo': 14.0, 'O': 56.0}","('Hf', 'Ho', 'Mo', 'O')",OTHERS,True
mp-1203775,"{'Er': 6.0, 'Ge': 26.0, 'Ir': 8.0}","('Er', 'Ge', 'Ir')",OTHERS,True
mp-1200490,"{'Tb': 16.0, 'Al': 8.0, 'O': 36.0}","('Al', 'O', 'Tb')",OTHERS,True
mp-20290,"{'Tb': 2.0, 'Cu': 2.0, 'Pb': 2.0}","('Cu', 'Pb', 'Tb')",OTHERS,True
mp-560402,"{'U': 6.0, 'O': 16.0}","('O', 'U')",OTHERS,True
mp-698171,"{'Cu': 8.0, 'H': 14.0, 'S': 2.0, 'O': 22.0}","('Cu', 'H', 'O', 'S')",OTHERS,True
mvc-13555,"{'Cr': 1.0, 'S': 2.0}","('Cr', 'S')",OTHERS,True
mp-1103228,"{'Bi': 4.0, 'Ir': 4.0, 'Se': 4.0}","('Bi', 'Ir', 'Se')",OTHERS,True
mvc-9427,"{'Ca': 4.0, 'Ti': 8.0, 'P': 8.0, 'O': 32.0}","('Ca', 'O', 'P', 'Ti')",OTHERS,True
mp-1176119,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,True
mp-2656,"{'S': 8.0, 'Nd': 6.0}","('Nd', 'S')",OTHERS,True
mvc-13985,"{'Sn': 2.0, 'F': 8.0}","('F', 'Sn')",OTHERS,True
mp-1199220,"{'Eu': 6.0, 'Rh': 8.0, 'Pb': 26.0}","('Eu', 'Pb', 'Rh')",OTHERS,True
mp-697834,"{'Ca': 4.0, 'La': 4.0, 'Mn': 7.0, 'Ni': 1.0, 'O': 24.0}","('Ca', 'La', 'Mn', 'Ni', 'O')",OTHERS,True
mp-24595,"{'H': 2.0, 'B': 5.0, 'O': 10.0, 'Cl': 1.0, 'Ca': 2.0}","('B', 'Ca', 'Cl', 'H', 'O')",OTHERS,True
mp-1195483,"{'Ba': 4.0, 'Th': 8.0, 'S': 20.0}","('Ba', 'S', 'Th')",OTHERS,True
mp-24510,"{'H': 4.0, 'O': 14.0, 'I': 4.0, 'Ba': 2.0}","('Ba', 'H', 'I', 'O')",OTHERS,True
mp-1105605,"{'Tb': 7.0, 'Fe': 1.0, 'I': 12.0}","('Fe', 'I', 'Tb')",OTHERS,True
mp-18903,"{'O': 6.0, 'Sr': 2.0, 'Cd': 1.0, 'W': 1.0}","('Cd', 'O', 'Sr', 'W')",OTHERS,True
mp-1198571,"{'Ba': 8.0, 'Eu': 7.0, 'Cl': 34.0}","('Ba', 'Cl', 'Eu')",OTHERS,True
mp-16223,"{'Te': 8.0, 'Tl': 8.0}","('Te', 'Tl')",OTHERS,True
mvc-3948,"{'Mg': 4.0, 'Cr': 4.0, 'O': 10.0}","('Cr', 'Mg', 'O')",OTHERS,True
mp-1184410,"{'Eu': 2.0, 'Mg': 2.0}","('Eu', 'Mg')",OTHERS,True
mp-1102773,"{'K': 8.0, 'Bi': 1.0, 'O': 3.0}","('Bi', 'K', 'O')",OTHERS,True
mp-1191873,"{'Sm': 6.0, 'Mn': 2.0, 'Ga': 2.0, 'S': 14.0}","('Ga', 'Mn', 'S', 'Sm')",OTHERS,True
mp-27358,"{'O': 20.0, 'Se': 8.0}","('O', 'Se')",OTHERS,True
mp-31088,"{'Pd': 4.0, 'Dy': 4.0, 'Pb': 2.0}","('Dy', 'Pb', 'Pd')",OTHERS,True
mp-672671,"{'Pb': 3.0, 'I': 6.0}","('I', 'Pb')",OTHERS,True
mp-755419,"{'Bi': 2.0, 'Te': 1.0, 'O': 2.0}","('Bi', 'O', 'Te')",OTHERS,True
mp-1185263,"{'Li': 1.0, 'Pa': 1.0, 'O': 3.0}","('Li', 'O', 'Pa')",OTHERS,True
mp-1183100,"{'Ac': 6.0, 'Cd': 2.0}","('Ac', 'Cd')",OTHERS,True
mp-1094181,"{'Hf': 3.0, 'Mg': 3.0}","('Hf', 'Mg')",OTHERS,True
mvc-11366,"{'Co': 2.0, 'Si': 4.0, 'O': 12.0}","('Co', 'O', 'Si')",OTHERS,True
mp-649676,"{'Ca': 12.0, 'Si': 12.0, 'O': 36.0}","('Ca', 'O', 'Si')",OTHERS,True
mp-1227184,"{'Ca': 1.0, 'Nd': 3.0, 'Cr': 4.0, 'O': 16.0}","('Ca', 'Cr', 'Nd', 'O')",OTHERS,True
mp-1226017,"{'Co': 1.0, 'Ni': 1.0, 'Te': 2.0}","('Co', 'Ni', 'Te')",OTHERS,True
mp-705416,"{'Fe': 24.0, 'O': 32.0}","('Fe', 'O')",OTHERS,True
mp-765089,"{'Ti': 3.0, 'V': 2.0, 'Cu': 1.0, 'P': 6.0, 'O': 24.0}","('Cu', 'O', 'P', 'Ti', 'V')",OTHERS,True
mp-1226182,"{'Cs': 2.0, 'Al': 1.0, 'Te': 3.0, 'O': 12.0}","('Al', 'Cs', 'O', 'Te')",OTHERS,True
mp-1072256,"{'Hf': 4.0, 'Ge': 2.0}","('Ge', 'Hf')",OTHERS,True
mp-14653,"{'F': 12.0, 'Ag': 1.0, 'Sb': 2.0}","('Ag', 'F', 'Sb')",OTHERS,True
mp-863703,"{'Pm': 2.0, 'Mg': 1.0, 'Sn': 1.0}","('Mg', 'Pm', 'Sn')",OTHERS,True
mp-1199443,"{'Sn': 8.0, 'H': 48.0, 'C': 8.0, 'N': 24.0, 'Cl': 24.0}","('C', 'Cl', 'H', 'N', 'Sn')",OTHERS,True
mp-1175604,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,True
mp-1094416,"{'Mg': 8.0, 'Ti': 8.0}","('Mg', 'Ti')",OTHERS,True
mp-942701,"{'Li': 2.0, 'Co': 2.0, 'S': 2.0, 'O': 8.0, 'F': 2.0}","('Co', 'F', 'Li', 'O', 'S')",OTHERS,True
mp-16867,"{'O': 16.0, 'Cu': 2.0, 'Yb': 2.0, 'W': 4.0}","('Cu', 'O', 'W', 'Yb')",OTHERS,True
mvc-5180,"{'Ca': 4.0, 'Cr': 4.0, 'O': 8.0}","('Ca', 'Cr', 'O')",OTHERS,True
mp-755433,"{'Li': 2.0, 'Co': 4.0, 'O': 4.0, 'F': 6.0}","('Co', 'F', 'Li', 'O')",OTHERS,True
mp-1079075,"{'Y': 2.0, 'Ga': 4.0, 'Pd': 2.0}","('Ga', 'Pd', 'Y')",OTHERS,True
mp-671913,"{'Mo': 8.0, 'Se': 16.0, 'Cl': 32.0, 'O': 8.0}","('Cl', 'Mo', 'O', 'Se')",OTHERS,True
mp-759864,"{'Li': 2.0, 'V': 2.0, 'Cr': 2.0, 'P': 4.0, 'H': 4.0, 'O': 20.0}","('Cr', 'H', 'Li', 'O', 'P', 'V')",OTHERS,True
mp-972176,"{'Zr': 10.0, 'Al': 6.0, 'C': 2.0}","('Al', 'C', 'Zr')",OTHERS,True
mp-1177874,"{'Li': 8.0, 'Ni': 12.0, 'W': 4.0, 'O': 32.0}","('Li', 'Ni', 'O', 'W')",OTHERS,True
mp-759672,"{'Li': 2.0, 'V': 2.0, 'O': 2.0, 'F': 6.0}","('F', 'Li', 'O', 'V')",OTHERS,True
mp-1101598,"{'Li': 2.0, 'Ni': 2.0, 'P': 4.0, 'O': 14.0}","('Li', 'Ni', 'O', 'P')",OTHERS,True
mp-1226589,"{'Ce': 1.0, 'Nd': 1.0, 'Al': 2.0, 'O': 6.0}","('Al', 'Ce', 'Nd', 'O')",OTHERS,True
mp-1184159,"{'Er': 1.0, 'Hf': 1.0, 'Ru': 2.0}","('Er', 'Hf', 'Ru')",OTHERS,True
